12/31/2010,1257.64
12/30/2010,1257.88
12/29/2010,1259.78
12/28/2010,1258.51
12/27/2010,1257.54
12/23/2010,1256.77
12/22/2010,1258.84
12/21/2010,1254.6
12/20/2010,1247.08
12/17/2010,1243.91
12/16/2010,1242.87
12/15/2010,1235.23
12/14/2010,1241.59
12/13/2010,1240.46
12/10/2010,1240.4
12/9/2010,1233
12/8/2010,1228.28
12/7/2010,1223.75
12/6/2010,1223.12
12/3/2010,1224.71
12/2/2010,1221.53
12/1/2010,1206.07
11/30/2010,1180.55
11/29/2010,1187.76
11/26/2010,1189.4
11/24/2010,1198.35
11/23/2010,1180.73
11/22/2010,1197.84
11/19/2010,1199.73
11/18/2010,1196.69
11/17/2010,1178.59
11/16/2010,1178.34
11/15/2010,1197.75
11/12/2010,1199.21
11/11/2010,1213.54
11/10/2010,1218.71
11/9/2010,1213.4
11/8/2010,1223.25
11/5/2010,1225.85
11/4/2010,1221.06
11/3/2010,1197.96
11/2/2010,1193.57
11/1/2010,1184.38
10/29/2010,1183.26
10/28/2010,1183.78
10/27/2010,1182.45
10/26/2010,1185.64
10/25/2010,1185.62
10/22/2010,1183.08
10/21/2010,1180.26
10/20/2010,1178.17
10/19/2010,1165.9
10/18/2010,1184.71
10/15/2010,1176.19
10/14/2010,1173.81
10/13/2010,1178.1
10/12/2010,1169.77
10/11/2010,1165.32
10/8/2010,1165.15
10/7/2010,1158.06
10/6/2010,1159.97
10/5/2010,1160.75
10/4/2010,1137.03
10/1/2010,1146.24
9/30/2010,1141.2
9/29/2010,1144.73
9/28/2010,1147.7
9/27/2010,1142.16
9/24/2010,1148.67
9/23/2010,1124.83
9/22/2010,1134.28
9/21/2010,1139.78
9/20/2010,1142.71
9/17/2010,1125.59
9/16/2010,1124.66
9/15/2010,1125.07
9/14/2010,1121.1
9/13/2010,1121.9
9/10/2010,1109.55
9/9/2010,1104.18
9/8/2010,1098.87
9/7/2010,1091.84
9/3/2010,1104.51
9/2/2010,1090.1
9/1/2010,1080.29
8/31/2010,1049.33
8/30/2010,1048.92
8/27/2010,1064.59
8/26/2010,1047.22
8/25/2010,1055.33
8/24/2010,1051.87
8/23/2010,1067.36
8/20/2010,1071.69
8/19/2010,1075.63
8/18/2010,1094.16
8/17/2010,1092.54
8/16/2010,1079.38
8/13/2010,1079.25
8/12/2010,1083.61
8/11/2010,1089.47
8/10/2010,1121.06
8/9/2010,1127.79
8/6/2010,1121.64
8/5/2010,1125.81
8/4/2010,1127.24
8/3/2010,1120.46
8/2/2010,1125.86
7/30/2010,1101.6
7/29/2010,1101.53
7/28/2010,1106.13
7/27/2010,1113.84
7/26/2010,1115.01
7/23/2010,1102.66
7/22/2010,1093.67
7/21/2010,1069.59
7/20/2010,1083.48
7/19/2010,1071.25
7/16/2010,1064.88
7/15/2010,1096.48
7/14/2010,1095.17
7/13/2010,1095.34
7/12/2010,1078.75
7/9/2010,1077.96
7/8/2010,1070.25
7/7/2010,1060.27
7/6/2010,1028.06
7/2/2010,1022.58
7/1/2010,1027.37
6/30/2010,1030.71
6/29/2010,1041.24
6/28/2010,1074.57
6/25/2010,1076.76
6/24/2010,1073.69
6/23/2010,1092.04
6/22/2010,1095.31
6/21/2010,1113.2
6/18/2010,1117.51
6/17/2010,1116.04
6/16/2010,1114.61
6/15/2010,1115.23
6/14/2010,1089.63
6/11/2010,1091.6
6/10/2010,1086.84
6/9/2010,1055.69
6/8/2010,1062
6/7/2010,1050.47
6/4/2010,1064.88
6/3/2010,1102.83
6/2/2010,1098.38
6/1/2010,1070.71
5/28/2010,1089.41
5/27/2010,1103.06
5/26/2010,1067.95
5/25/2010,1074.03
5/24/2010,1073.65
5/21/2010,1087.69
5/20/2010,1071.59
5/19/2010,1115.05
5/18/2010,1120.8
5/17/2010,1136.94
5/14/2010,1135.68
5/13/2010,1157.44
5/12/2010,1171.67
5/11/2010,1155.79
5/10/2010,1159.73
5/7/2010,1110.88
5/6/2010,1128.15
5/5/2010,1165.87
5/4/2010,1173.6
5/3/2010,1202.26
4/30/2010,1186.69
4/29/2010,1206.78
4/28/2010,1191.36
4/27/2010,1183.71
4/26/2010,1212.05
4/23/2010,1217.28
4/22/2010,1208.67
4/21/2010,1205.94
4/20/2010,1207.17
4/19/2010,1197.52
4/16/2010,1192.13
4/15/2010,1211.67
4/14/2010,1210.65
4/13/2010,1197.3
4/12/2010,1196.48
4/9/2010,1194.37
4/8/2010,1186.44
4/7/2010,1182.45
4/6/2010,1189.44
4/5/2010,1187.44
4/1/2010,1178.1
3/31/2010,1169.43
3/30/2010,1173.27
3/29/2010,1173.22
3/26/2010,1166.59
3/25/2010,1165.73
3/24/2010,1167.72
3/23/2010,1174.17
3/22/2010,1165.81
3/19/2010,1159.9
3/18/2010,1165.83
3/17/2010,1166.21
3/16/2010,1159.46
3/15/2010,1150.51
3/12/2010,1149.99
3/11/2010,1150.24
3/10/2010,1145.61
3/9/2010,1140.45
3/8/2010,1138.5
3/5/2010,1138.7
3/4/2010,1122.97
3/3/2010,1118.79
3/2/2010,1118.31
3/1/2010,1115.71
2/26/2010,1104.49
2/25/2010,1102.94
2/24/2010,1105.24
2/23/2010,1094.6
2/22/2010,1108.01
2/19/2010,1109.17
2/18/2010,1106.75
2/17/2010,1099.51
2/16/2010,1094.87
2/12/2010,1075.51
2/11/2010,1078.47
2/10/2010,1068.13
2/9/2010,1070.52
2/8/2010,1056.74
2/5/2010,1066.19
2/4/2010,1063.11
2/3/2010,1097.28
2/2/2010,1103.32
2/1/2010,1089.19
1/29/2010,1073.87
1/28/2010,1084.53
1/27/2010,1097.5
1/26/2010,1092.17
1/25/2010,1096.78
1/22/2010,1091.76
1/21/2010,1116.48
1/20/2010,1138.04
1/19/2010,1150.23
1/15/2010,1136.03
1/14/2010,1148.46
